wavenumber_cm1,absorbance
795.0000,0.265689
796.0000,0.291521
797.0000,0.309403
798.0000,0.312085
799.0000,0.302301
800.0000,0.283011
801.0000,0.258559
802.0000,0.233758
803.0000,0.213924
804.0000,0.202780
805.0000,0.203016
806.0000,0.214117
807.0000,0.228936
808.0000,0.236779
809.0000,0.238247
810.0000,0.231388
811.0000,0.216140
812.0000,0.193030
813.0000,0.162181
814.0000,0.128065
815.0000,0.095458
816.0000,0.068466
817.0000,0.051450
818.0000,0.037687
819.0000,0.028366
820.0000,0.022781
821.0000,0.019795
822.0000,0.017858
823.0000,0.015232
824.0000,0.013442
825.0000,0.012376
826.0000,0.011900
827.0000,0.011794
828.0000,0.011844
829.0000,0.012172
830.0000,0.012695
831.0000,0.013270
832.0000,0.013919
833.0000,0.014737
834.0000,0.015783
835.0000,0.016909
836.0000,0.018260
837.0000,0.020029
838.0000,0.023030
839.0000,0.024956
840.0000,0.028766
841.0000,0.036898
842.0000,0.051345
843.0000,0.073499
844.0000,0.104141
845.0000,0.149167
846.0000,0.204688
847.0000,0.263114
848.0000,0.317641
849.0000,0.366410
850.0000,0.400842
851.0000,0.415699
852.0000,0.409271
853.0000,0.383467
854.0000,0.343978
855.0000,0.300558
856.0000,0.251718
857.0000,0.202764
858.0000,0.161090
859.0000,0.132382
860.0000,0.109783
861.0000,0.094817
862.0000,0.087404
863.0000,0.087052
864.0000,0.092471
865.0000,0.101411
866.0000,0.108054
867.0000,0.111957
868.0000,0.111129
869.0000,0.102138
870.0000,0.086575
871.0000,0.067157
872.0000,0.046665
873.0000,0.028442
874.0000,0.015058
875.0000,0.007584
876.0000,0.003761
877.0000,0.002623
878.0000,0.002787
879.0000,0.002549
880.0000,0.002555
881.0000,0.002898
882.0000,0.003788
883.0000,0.005660
884.0000,0.008611
885.0000,0.011538
886.0000,0.014792
887.0000,0.020306
888.0000,0.029551
889.0000,0.046364
890.0000,0.070182
891.0000,0.097921
892.0000,0.123408
893.0000,0.141796
894.0000,0.149175
895.0000,0.142060
896.0000,0.121080
897.0000,0.091891
898.0000,0.060702
899.0000,0.035193
900.0000,0.017332
901.0000,0.007023
902.0000,0.001782
903.0000,0.000498
904.0000,0.001515
905.0000,0.002683
906.0000,0.002875
907.0000,0.003130
908.0000,0.003405
909.0000,0.003861
910.0000,0.004495
911.0000,0.005364
912.0000,0.006350
913.0000,0.007643
914.0000,0.009224
915.0000,0.011173
916.0000,0.013490
917.0000,0.016014
918.0000,0.018422
919.0000,0.020551
920.0000,0.022195
921.0000,0.023250
922.0000,0.023692
923.0000,0.023636
924.0000,0.023143
925.0000,0.022774
926.0000,0.022854
927.0000,0.022626
928.0000,0.023993
929.0000,0.029471
930.0000,0.038577
931.0000,0.048811
932.0000,0.057817
933.0000,0.063836
934.0000,0.066487
935.0000,0.065917
936.0000,0.060519
937.0000,0.051476
938.0000,0.046933
939.0000,0.053051
940.0000,0.077640
941.0000,0.119770
942.0000,0.180424
943.0000,0.237504
944.0000,0.280881
945.0000,0.302343
946.0000,0.294976
947.0000,0.259280
948.0000,0.205820
949.0000,0.146679
950.0000,0.097616
951.0000,0.065089
952.0000,0.052734
953.0000,0.045115
954.0000,0.043529
955.0000,0.045171
956.0000,0.046721
957.0000,0.046386
958.0000,0.046165
959.0000,0.046144
960.0000,0.046249
961.0000,0.046471
962.0000,0.046773
963.0000,0.047111
964.0000,0.047512
965.0000,0.047950
966.0000,0.048427
967.0000,0.048734
968.0000,0.049125
969.0000,0.049493
970.0000,0.049866
971.0000,0.050235
972.0000,0.050630
973.0000,0.051038
974.0000,0.051459
975.0000,0.051911
976.0000,0.052391
977.0000,0.052917
978.0000,0.053406
979.0000,0.053930
980.0000,0.054518
981.0000,0.055227
982.0000,0.056018
983.0000,0.056874
